id,Слово,Перевод,Тип,Курс,Урок
3228,birth,рождение,İSİMLER,A2,FILE4
3229,label,"этикетка, ярлык",İSİMLER,A2,FILE6
3230,root,корень,İSİMLER,A2,FILE7
3231,recommendation,рекомендация,İSİMLER,A2,FILE12
3232,rank,"ранг, звание",İSİMLER,A2,FILE1
3233,west,запад,İSİMLER,A2,FILE3
3234,resident,житель,İSİMLER,A2,FILE5
3235,provision,"положение, обеспечение",İSİMLER,A2,FILE6
3236,plenty,"множество, достаточно",İSİMLER,A2,FILE8
3237,export,экспорт,İSİMLER,A2,FILE9
3238,entirely,полностью,ZARFLAR,A2,FILE10
3239,strongly,сильно,ZARFLAR,A2,FILE11
3240,consist,состоять,FİİLLER,A2,FILE1
3241,moral,"моральный, нравственный",SIFATLAR,A2,FILE4
3242,insist,настаивать,FİİLLER,A2,FILE5
3243,combination,сочетание,İSİMLER,A2,FILE6
3244,abuse,"злоупотреблять, оскорблять",FİİLLER,A2,FILE7
3245,principal,главный,SIFATLAR,A2,FILE9
3246,master,"мастер, хозяин",İSİMLER,A2,FILE10
3247,session,"сессия, занятие",İSİMLER,A2,FILE12
3248,nevertheless,тем не менее,ZARFLAR,A2,FILE2
3249,protection,защита,İSİMLER,A2,FILE5
3250,largely,в значительной степени,ZARFLAR,A2,FILE6
3251,wed,"венчать, жениться",FİİLLER,A2,FILE7
3252,shot,"выстрел, кадр",İSİMLER,A2,FILE9
3253,reasonable,разумный,SIFATLAR,A2,FILE11
3254,till,до,EDATLAR / BAĞLAÇLAR,A2,FILE1
3255,theme,тема,İSİMLER,A2,FILE2
3256,judgment,"суждение, приговор",İSİMLER,A2,FILE3
3257,odd,"странный, нечётный",SIFATLAR,A2,FILE4
3258,approve,одобрять,FİİLLER,A2,FILE5
3259,definition,определение,İSİMLER,A2,FILE7
3260,atmosphere,атмосфера,İSİMLER,A2,FILE9
3261,comparison,сравнение,İSİMLER,A2,FILE11
3262,characteristic,"черта, характеристика",İSİMLER,A2,FILE12
3263,license,лицензия,İSİMLER,A2,FILE1
3264,rely,полагаться,FİİLLER,A2,FILE2
3265,narrow,узкий,SIFATLAR,A2,FILE3
3266,desk,письменный стол,İSİMLER,A2,FILE6
3267,permit,разрешать,FİİLLER,A2,FILE7
3268,seriously,серьёзно,ZARFLAR,A2,FILE8
3269,wild,дикий,SIFATLAR,A2,FILE9
3270,unique,уникальный,SIFATLAR,A2,FILE12
3271,association,ассоциация,İSİMLER,A2,FILE1
3272,instrument,инструмент,İSİMLER,A2,FILE2
3273,investor,инвестор,İSİMLER,A2,FILE3
3274,practical,практический,SIFATLAR,A2,FILE4
3275,lovely,прелестный,SIFATLAR,A2,FILE6
3276,soft,мягкий,SIFATLAR,A2,FILE7
3277,row,ряд,İSİMLER,A2,FILE8
3278,youth,"молодёжь, юность",İSİMLER,B1,FILE1
3279,lock,запирать,FİİLLER,B1,FILE2
3280,fuel,топливо,İSİMLER,B1,FILE3
3281,expectation,ожидание,İSİMLER,B1,FILE4
3282,employment,"занятость, работа",İSİMLER,B1,FILE5
3283,sexual,"сексуальный, половой",SIFATLAR,B1,FILE7
3284,breath,дыхание,İSİMLER,B1,FILE9
3285,increasingly,всё более,ZARFLAR,B1,FILE10
3286,import,импортировать,FİİLLER,B1,FILE11
3287,ourselves,"себя, сами",ZAMİRLER,B1,FILE1
3288,engine,двигатель,İSİMLER,B1,FILE3
3289,cast,состав исполнителей,İSİMLER,B1,FILE4
3290,notion,"понятие, представление",İSİMLER,B1,FILE5
3291,conservative,консервативный,SIFATLAR,B1,FILE6
3292,opposition,оппозиция,İSİMLER,B1,FILE8
3293,relief,облегчение,İSİMLER,B1,FILE9
3294,honor,честь,İSİMLER,B1,FILE11
3295,outcome,"исход, результат",İSİMLER,B1,FILE12
3296,blame,винить,FİİLLER,B1,FILE1
3297,explanation,объяснение,İSİMLER,B1,FILE2
3298,arise,возникать,FİİLLER,B1,FILE3
3299,musical,музыкальный,SIFATLAR,B1,FILE4
3300,stretch,растягивать,FİİLLER,B1,FILE7
3301,declare,"заявлять, объявлять",FİİLLER,B1,FILE8
3302,careful,осторожный,SIFATLAR,B1,FILE11
3303,suitable,подходящий,SIFATLAR,B1,FILE12
3304,native,"родной, местный",SIFATLAR,B1,FILE1
3305,analyze,анализировать,FİİLLER,B1,FILE3
3306,mail,почта,İSİMLER,B1,FILE5
3307,terrible,ужасный,SIFATLAR,B1,FILE6
3308,ordinary,обычный,SIFATLAR,B1,FILE8
3309,selection,"выбор, отбор",İSİMLER,B1,FILE9
3310,anywhere,где-нибудь,ZAMİRLER,B1,FILE10
3311,mental,"умственный, психический",SIFATLAR,B1,FILE11
3312,participant,участник,İSİMLER,B1,FILE12
3313,vision,"зрение, видение",İSİMLER,B1,FILE1
3314,specifically,"конкретно, специально",ZARFLAR,B1,FILE3
3315,fat,"жирный, толстый",SIFATLAR,B1,FILE4
3316,entry,"вход, запись",İSİMLER,B1,FILE5
3317,fellow,"приятель, коллега",İSİMLER,B1,FILE6
3318,chemical,химический,SIFATLAR,B1,FILE7
3319,capture,захватывать,FİİLLER,B1,FILE8
3320,peak,"пик, вершина",İSİMLER,B1,FILE11
3321,chairman,председатель,İSİMLER,B1,FILE12
3322,proportion,"пропорция, доля",İSİMLER,B1,FILE1
3323,disappear,исчезать,FİİLLER,B1,FILE3
3324,yard,"двор, ярд",İSİMLER,B1,FILE5
3325,constant,постоянный,SIFATLAR,B1,FILE6
3326,significantly,значительно,ZARFLAR,B1,FILE7
3327,considerable,значительный,SIFATLAR,B1,FILE9
3328,instruction,инструкция,İSİMLER,B1,FILE10
3329,ideal,идеальный,SIFATLAR,B1,FILE12
3330,folk,"народ, люди",İSİMLER,B1,FILE1
3331,surely,несомненно,ZARFLAR,B1,FILE2
3332,guard,"охрана, страж",İSİMLER,B1,FILE3
3333,somewhat,"несколько, отчасти",ZARFLAR,B1,FILE5
3334,kiss,целовать,FİİLLER,B1,FILE6
3335,presentation,презентация,İSİMLER,B1,FILE7
3336,joint,сустав; совместный,İSİMLER,B1,FILE8
3337,poll,опрос,İSİMLER,B1,FILE10
3338,faith,вера,İSİMLER,B1,FILE12
3339,reduction,сокращение,İSİMLER,B1,FILE1
3340,reserve,"запас, резерв",İSİMLER,B1,FILE2
3341,bore,наскучить,FİİLLER,B1,FILE4
3342,mission,миссия,İSİMLER,B1,FILE5
3343,somehow,как-то,ZARFLAR,B1,FILE6
3344,tone,тон,İSİMLER,B1,FILE7
3345,neighborhood,"район, окрестности",İSİMLER,B1,FILE8
3346,justice,"справедливость, юстиция",İSİMLER,B1,FILE10
3347,phase,"фаза, этап",İSİMLER,B1,FILE11
3348,rush,спешить,FİİLLER,B1,FILE1
3349,religion,религия,İSİMLER,B1,FILE3
3350,employer,работодатель,İSİMLER,B1,FILE4
3351,reject,отклонять,FİİLLER,B1,FILE5
3352,latter,последний из двух,SIFATLAR,B1,FILE6
3353,index,"индекс, указатель",İSİMLER,B1,FILE11
3354,frequently,часто,ZARFLAR,B1,FILE1
3355,circle,круг,İSİMLER,B1,FILE2
3356,helpful,полезный,SIFATLAR,B1,FILE3
3357,command,"команда, приказ",İSİMLER,B1,FILE4
3358,attractive,привлекательный,SIFATLAR,B1,FILE5
3359,sick,больной,SIFATLAR,B1,FILE6
3360,impression,впечатление,İSİMLER,B1,FILE7
3361,unable,неспособный,SIFATLAR,B1,FILE8
3362,joke,шутка,İSİMLER,B1,FILE9
3363,sky,небо,İSİMLER,B1,FILE10
3364,column,"колонка, колонна",İSİMLER,B1,FILE11
3365,electronic,электронный,SIFATLAR,B1,FILE12
3366,impose,"налагать, навязывать",FİİLLER,B1,FILE1
3367,besides,"кроме, помимо",EDATLAR / BAĞLAÇLAR,B1,FILE3
3368,properly,"правильно, как следует",ZARFLAR,B1,FILE4
3369,ancient,древний,SIFATLAR,B1,FILE5
3370,coast,побережье,İSİMLER,B1,FILE6
3371,ill,больной,SIFATLAR,B1,FILE7
3372,closely,"тесно, внимательно",ZARFLAR,B1,FILE9
3373,multiple,множественный,SIFATLAR,B1,FILE10
3374,yield,"давать, уступать",FİİLLER,B1,FILE11
3375,via,"через, посредством",EDATLAR / BAĞLAÇLAR,B1,FILE12
3376,legislation,законодательство,İSİMLER,B1,FILE1
3377,county,округ,İSİMLER,B1,FILE2
3378,unlike,в отличие от,EDATLAR / BAĞLAÇLAR,B1,FILE3
3379,mobile,мобильный,SIFATLAR,B1,FILE4
3380,assistant,помощник,İSİMLER,B1,FILE5
3381,implement,осуществлять,FİİLLER,B1,FILE6
3382,chart,"график, таблица",İSİMLER,B1,FILE7
3383,attach,прикреплять,FİİLLER,B1,FILE8
3384,hell,ад,İSİMLER,B1,FILE9
3385,everywhere,везде,ZAMİRLER,B1,FILE10
3386,advise,советовать,FİİLLER,B1,FILE11
3387,household,домохозяйство,İSİMLER,B1,FILE12
3388,acknowledge,признавать,FİİLLER,B1,FILE1
3389,east,восток,İSİMLER,B1,FILE3
3390,voter,избиратель,İSİMLER,B1,FILE6
3391,furthermore,кроме того,ZARFLAR,B1,FILE8
3392,scientific,научный,SIFATLAR,B1,FILE10
3393,wage,зарплата,İSİMLER,B1,FILE11
3394,absence,отсутствие,İSİMLER,B1,FILE12
3395,construct,строить,FİİLLER,B1,FILE1
3396,remark,замечание,İSİMLER,B1,FILE2
3397,professor,профессор,İSİMLER,B1,FILE4
3398,rare,редкий,SIFATLAR,B1,FILE5
3399,intention,намерение,İSİMLER,B1,FILE6
3400,dozen,дюжина,İSİMLER,B1,FILE7
3401,settlement,"поселение, урегулирование",İSİMLER,B1,FILE8
3402,gap,"разрыв, пробел",İSİMLER,B1,FILE9
3403,widely,широко,ZARFLAR,B1,FILE10
3404,minimum,минимум,İSİMLER,B1,FILE11
3405,northern,северный,SIFATLAR,B1,FILE12
3406,estate,"имущество, поместье",İSİMLER,B1,FILE1
3407,equally,в равной степени,ZARFLAR,B1,FILE2
3408,expose,"разоблачать, подвергать",FİİLLER,B1,FILE3
3409,alive,живой,SIFATLAR,B1,FILE4
3410,shut,закрывать,FİİLLER,B1,FILE5
3411,victory,победа,İSİMLER,B1,FILE6
3412,resolve,"разрешать, решать",FİİLLER,B1,FILE7
3413,critic,критик,İSİMLER,B1,FILE8
3414,variable,переменная,İSİMLER,B1,FILE9
3415,enormous,огромный,SIFATLAR,B1,FILE10
3416,permanent,постоянный,SIFATLAR,B1,FILE12
3417,pursue,"преследовать, добиваться",FİİLLER,B1,FILE2
3418,urge,настоятельно призывать,FİİLLER,B1,FILE4
3419,enemy,враг,İSİMLER,B1,FILE5
3420,appoint,назначать,FİİLLER,B1,FILE6
3421,smell,"нюхать, пахнуть",FİİLLER,B1,FILE9
3422,prior,предшествующий,SIFATLAR,B1,FILE10
3423,stable,стабильный,SIFATLAR,B1,FILE3
3424,merely,всего лишь,ZARFLAR,B1,FILE4
3425,resolution,"резолюция, решимость",İSİMLER,B1,FILE5
3426,communicate,общаться,FİİLLER,B1,FILE6
3427,vast,обширный,SIFATLAR,B1,FILE8
3428,producer,"производитель, продюсер",İSİMLER,B1,FILE10
3429,regional,региональный,SIFATLAR,B1,FILE11
3430,immediate,немедленный,SIFATLAR,B1,FILE12
3431,incident,инцидент,İSİMLER,B1,FILE1
3432,draft,"черновик, призыв",İSİMLER,B1,FILE3
3433,slip,"скользить, оступиться",FİİLLER,B1,FILE4
3434,accompany,сопровождать,FİİLLER,B1,FILE5
3435,angry,сердитый,SIFATLAR,B1,FILE7
3436,knock,стучать,FİİLLER,B1,FILE8
3437,seed,семя,İSİMLER,B1,FILE9
3438,illustrate,иллюстрировать,FİİLLER,B1,FILE11
3439,temporary,временный,SIFATLAR,B1,FILE2
3440,liberal,либеральный,SIFATLAR,B1,FILE3
3441,truly,поистине,ZARFLAR,B1,FILE7
3442,disk,диск,İSİMLER,B1,FILE11
3443,core,"ядро, суть",İSİMLER,B1,FILE12
3444,emotional,эмоциональный,SIFATLAR,B1,FILE1
3445,aircraft,самолёт,İSİMLER,B1,FILE2
3446,self,"я, самость",İSİMLER,B1,FILE3
3447,metal,металл,İSİMLER,B1,FILE4
3448,existence,существование,İSİMLER,B1,FILE5
3449,bone,кость,İSİMLER,B1,FILE6
3450,panel,"панель, комиссия",İSİMLER,B1,FILE7
3451,prime,"главный, первоклассный",SIFATLAR,B1,FILE8
3452,emphasize,подчёркивать,FİİLLER,B1,FILE10
3453,maximum,максимум,İSİMLER,B1,FILE11
3454,effectively,эффективно,ZARFLAR,B1,FILE12
3455,elsewhere,в другом месте,ZARFLAR,B1,FILE1
3456,bother,беспокоить,FİİLLER,B1,FILE2
3457,initiative,инициатива,İSİMLER,B1,FILE3
3458,motion,"движение, ходатайство",İSİMLER,B1,FILE6
3459,gray,серый,SIFATLAR,B1,FILE7
3460,complicate,усложнять,FİİLLER,B1,FILE9
3461,discipline,дисциплина,İSİMLER,B1,FILE10
3462,disappoint,разочаровывать,FİİLLER,B1,FILE11
3463,extreme,"крайний, экстремальный",SIFATLAR,B1,FILE3
3464,passage,"проход, отрывок",İSİMLER,B1,FILE4
3465,reputation,репутация,İSİMLER,B1,FILE5
3466,forth,"вперёд, далее",ZARFLAR,B1,FILE6
3467,negotiation,переговоры,İSİMLER,B1,FILE7
3468,mechanism,механизм,İSİMLER,B1,FILE8
3469,democracy,демократия,İSİMLER,B1,FILE10
3470,observation,наблюдение,İSİMLER,B1,FILE2
3471,deserve,заслуживать,FİİLLER,B1,FILE6
3472,unusual,необычный,SIFATLAR,B1,FILE7
3473,defend,защищать,FİİLLER,B1,FILE8
3474,classic,классический,SIFATLAR,B1,FILE9
3475,king,король,İSİMLER,B1,FILE10
3476,interaction,взаимодействие,İSİMLER,B1,FILE11
3477,collapse,рушиться,FİİLLER,B1,FILE1
3478,fundamental,фундаментальный,SIFATLAR,B1,FILE3
3479,dish,"блюдо, тарелка",İSİMLER,B1,FILE4
3480,abroad,за границей,ZARFLAR,B1,FILE5
3481,soul,душа,İSİMLER,B1,FILE6
3482,capable,способный,SIFATLAR,B1,FILE7
3483,presidential,президентский,SIFATLAR,B1,FILE9
3484,perfectly,совершенно,ZARFLAR,B1,FILE10
3485,enhance,"усиливать, улучшать",FİİLLER,B1,FILE11
3486,proud,гордый,SIFATLAR,B1,FILE12
3487,educational,образовательный,SIFATLAR,B1,FILE2
3488,distinguish,различать,FİİLLER,B1,FILE3
3489,substantial,существенный,SIFATLAR,B1,FILE4
3490,nearby,близлежащий,SIFATLAR,B1,FILE5
3491,manufacturer,производитель,İSİMLER,B1,FILE6
3492,slide,скользить,FİİLLER,B1,FILE7
3493,valuable,ценный,SIFATLAR,B1,FILE8
3494,personally,лично,ZARFLAR,B1,FILE9
3495,breast,грудь,İSİMLER,B1,FILE10
3496,approximately,приблизительно,ZARFLAR,B1,FILE12
3497,highlight,выделять,FİİLLER,B1,FILE2
3498,climate,климат,İSİMLER,B1,FILE4
3499,exception,исключение,İSİMLER,B1,FILE6
3500,corporation,корпорация,İSİMLER,B1,FILE7
3501,chip,"чип, чипс",İSİMLER,B1,FILE8
3502,winner,победитель,İSİMLER,B1,FILE9
3503,encounter,сталкиваться,FİİLLER,B1,FILE10
3504,excuse,"оправдание, извинение",İSİMLER,B1,FILE1
3505,partly,частично,ZARFLAR,B1,FILE2
3506,urban,городской,SIFATLAR,B1,FILE4
3507,confuse,путать,FİİLLER,B1,FILE5
3508,southern,южный,SIFATLAR,B1,FILE6
3509,output,"выпуск, продукция",İSİMLER,B1,FILE7
3510,beauty,красота,İSİMLER,B1,FILE8
3511,massive,массивный,SIFATLAR,B1,FILE9
3512,calculate,вычислять,FİİLLER,B1,FILE11
3513,mathematics,математика,İSİMLER,B1,FILE1
3514,upper,верхний,SIFATLAR,B1,FILE2
3515,creation,создание,İSİMLER,B1,FILE3
3516,occupy,занимать,FİİLLER,B1,FILE4
3517,outline,намечать,FİİLLER,B1,FILE5
3518,sufficient,достаточный,SIFATLAR,B1,FILE6
3519,luck,удача,İSİMLER,B1,FILE8
3520,preserve,сохранять,FİİLLER,B1,FILE9
3521,split,разделять,FİİLLER,B1,FILE10
3522,swing,качать,FİİLLER,B1,FILE11
3523,sudden,внезапный,SIFATLAR,B1,FILE2
3524,consistent,последовательный,SIFATLAR,B1,FILE4
3525,originally,первоначально,ZARFLAR,B1,FILE5
3526,aside,в сторону,ZARFLAR,B1,FILE6
3527,comfort,комфорт,İSİMLER,B1,FILE7
3528,secondly,во-вторых,ZARFLAR,B1,FILE8
3529,prospect,перспектива,İSİMLER,B1,FILE11
3530,criterion,критерий,İSİMLER,B1,FILE3
3531,primarily,прежде всего,ZARFLAR,B1,FILE4
3532,integrate,интегрировать,FİİLLER,B1,FILE5
3533,criticism,критика,İSİMLER,B1,FILE6
3534,convention,"соглашение, съезд",İSİMLER,B1,FILE7
3535,bet,держать пари,FİİLLER,B1,FILE8
3536,retain,"сохранять, удерживать",FİİLLER,B1,FILE9
3537,sequence,последовательность,İSİMLER,B1,FILE10
3538,plain,"простой, равнинный",SIFATLAR,B1,FILE11
3539,rural,сельский,SIFATLAR,B1,FILE1
3540,abandon,"бросать, покидать",FİİLLER,B1,FILE3
3541,examination,"экзамен, осмотр",İSİMLER,B1,FILE4
3542,silence,тишина,İSİMLER,B1,FILE5
3543,rapidly,быстро,ZARFLAR,B1,FILE6
3544,efficient,эффективный,SIFATLAR,B1,FILE7
3545,revolution,революция,İSİMLER,B1,FILE8
3546,delight,радовать,FİİLLER,B1,FILE9
3547,lean,"клониться, опираться",FİİLLER,B1,FILE12
3548,dramatic,драматичный,SIFATLAR,B1,FILE1
3549,differ,отличаться,FİİLLER,B1,FILE2
3550,grateful,благодарный,SIFATLAR,B1,FILE3
3551,distribute,распределять,FİİLLER,B1,FILE6
3552,intellectual,интеллектуальный,SIFATLAR,B1,FILE7
3553,derive,"получать, происходить",FİİLLER,B1,FILE8
3554,crucial,ключевой,SIFATLAR,B1,FILE9
3555,wheel,колесо,İSİMLER,B1,FILE11
3556,minority,меньшинство,İSİMLER,B1,FILE1
3557,origin,происхождение,İSİMLER,B1,FILE2
3558,interpretation,толкование,İSİMLER,B1,FILE3
3559,gentleman,джентльмен,İSİMLER,B1,FILE4
3560,landscape,пейзаж,İSİMLER,B1,FILE6
3561,educate,обучать,FİİLLER,B1,FILE7
3562,fault,"вина, недостаток",İSİMLER,B1,FILE9
3563,exhibit,выставлять,FİİLLER,B1,FILE10
3564,minor,незначительный,SIFATLAR,B1,FILE11
3565,hunt,охотиться,FİİLLER,B1,FILE12
3566,thick,"толстый, густой",SIFATLAR,B1,FILE2
3567,dominate,доминировать,FİİLLER,B1,FILE5
3568,supplier,поставщик,İSİMLER,B1,FILE6
3569,prize,приз,İSİMLER,B1,FILE7
3570,typically,как правило,ZARFLAR,B1,FILE8
3571,peer,сверстник,İSİMLER,B1,FILE9
3572,pension,пенсия,İSİMLER,B1,FILE10
3573,wing,крыло,İSİMLER,B1,FILE11
3574,acquisition,приобретение,İSİMLER,B1,FILE12
3575,laughter,смех,İSİMLER,B1,FILE1
3576,deeply,глубоко,ZARFLAR,B1,FILE2
3577,recognition,признание,İSİMLER,B1,FILE3
3578,electricity,электричество,İSİMLER,B1,FILE4
3579,assistance,помощь,İSİMLER,B1,FILE5
3580,retirement,"пенсия, отставка",İSİMLER,B1,FILE7
3581,respectively,соответственно,ZARFLAR,B1,FILE8
3582,variation,вариация,İSİMLER,B1,FILE9
3583,ultimately,в конечном счёте,ZARFLAR,B1,FILE10
3584,proof,доказательство,İSİMLER,B1,FILE11
3585,soil,почва,İSİMLER,B1,FILE12
3586,layer,слой,İSİMLER,B1,FILE2
3587,upset,расстраивать,FİİLLER,B1,FILE3
3588,representation,представление,İSİMLER,B1,FILE5
3589,preparation,подготовка,İSİMLER,B1,FILE6
3590,dispute,спор,İSİMLER,B1,FILE7
3591,agenda,повестка дня,İSİMLER,B1,FILE8
3592,emphasis,акцент,İSİMLER,B1,FILE9
3593,edition,издание,İSİMLER,B1,FILE10
3594,silver,серебро,İSİMLER,B1,FILE11
3595,entertainment,развлечение,İSİMLER,B1,FILE12
3596,undertake,предпринимать,FİİLLER,B1,FILE2
3597,wire,провод,İSİMLER,B1,FILE4
3598,unlikely,маловероятный,SIFATLAR,B1,FILE5
3599,gay,гей,SIFATLAR,B1,FILE6
3600,publication,публикация,İSİMLER,B1,FILE7
3601,slight,незначительный,SIFATLAR,B1,FILE8
3602,unknown,неизвестный,SIFATLAR,B1,FILE9
3603,framework,"рамки, структура",İSİMLER,B1,FILE10
3604,zone,зона,İSİMLER,B1,FILE11
3605,restrict,ограничивать,FİİLLER,B1,FILE12
3606,trace,прослеживать,FİİLLER,B1,FILE1
3607,inch,дюйм,İSİMLER,B1,FILE2
3608,equivalent,равносильный,SIFATLAR,B1,FILE3
3609,solid,"твёрдый, надёжный",SIFATLAR,B1,FILE4
3610,enterprise,предприятие,İSİMLER,B1,FILE5
3611,elderly,пожилой,SIFATLAR,B1,FILE6
3612,governor,губернатор,İSİMLER,B1,FILE8
3613,port,порт,İSİMLER,B1,FILE10
3614,pitch,"подача, высота тона",İSİMLER,B1,FILE11
3615,contemporary,современный,SIFATLAR,B1,FILE1
3616,ease,лёгкость,İSİMLER,B1,FILE3
3617,beer,пиво,İSİMLER,B1,FILE4
3618,assure,заверять,FİİLLER,B1,FILE6
3619,crack,трескаться,FİİLLER,B1,FILE10
3620,numerous,многочисленный,SIFATLAR,B1,FILE11
3621,submit,"подавать, подчиняться",FİİLLER,B1,FILE12
3622,virtually,практически,ZARFLAR,B1,FILE2
3623,era,эпоха,İSİMLER,B1,FILE3
3624,coverage,"освещение, покрытие",İSİMLER,B1,FILE4
3625,tension,напряжение,İSİMLER,B1,FILE5
3626,cable,кабель,İSİMLER,B1,FILE6
3627,input,"ввод, вклад",İSİMLER,B1,FILE9
3628,isolate,изолировать,FİİLLER,B1,FILE10
3629,eliminate,устранять,FİİLLER,B1,FILE12
3630,wet,мокрый,SIFATLAR,B1,FILE2
3631,secondary,вторичный,SIFATLAR,B1,FILE3
3632,recruit,набирать,FİİLLER,B1,FILE5
3633,exclude,исключать,FİİLLER,B1,FILE6
3634,string,"струна, нить",İSİMLER,B1,FILE7
3635,persuade,убеждать,FİİLLER,B1,FILE9
3636,grand,величественный,SIFATLAR,B1,FILE11
3637,hence,"отсюда, следовательно",ZARFLAR,B1,FILE12
3638,crew,экипаж,İSİMLER,B1,FILE1
3639,phenomenon,явление,İSİMLER,B1,FILE2
3640,pupil,"ученик, зрачок",İSİMLER,B1,FILE3
3641,assist,помогать,FİİLLER,B1,FILE5
3642,restore,восстанавливать,FİİLLER,B1,FILE6
3643,formula,формула,İSİMLER,B1,FILE7
3644,alter,изменять,FİİLLER,B1,FILE8
3645,perceive,воспринимать,FİİLLER,B1,FILE9
3646,anymore,больше не,ZARFLAR,B1,FILE1
3647,hero,герой,İSİMLER,B1,FILE2
3648,convert,преобразовывать,FİİLLER,B1,FILE4
3649,steady,устойчивый,SIFATLAR,B1,FILE5
3650,meter,"метр, счётчик",İSİMLER,B1,FILE6
3651,truck,грузовик,İSİMLER,B1,FILE7
3652,beside,рядом с,EDATLAR / BAĞLAÇLAR,B1,FILE9
3653,sail,плыть под парусом,FİİLLER,B1,FILE10
3654,disaster,бедствие,İSİMLER,B1,FILE11
3655,heavily,"сильно, тяжело",ZARFLAR,B1,FILE1
3656,devote,посвящать,FİİLLER,B1,FILE2
3657,terrorist,террорист,İSİMLER,B1,FILE3
3658,vital,жизненно важный,SIFATLAR,B1,FILE5
3659,fascinate,очаровывать,FİİLLER,B1,FILE6
3660,external,внешний,SIFATLAR,B1,FILE7
3661,spare,запасной,SIFATLAR,B1,FILE8
3662,whenever,когда бы ни,EDATLAR / BAĞLAÇLAR,B1,FILE9
3663,underlie,лежать в основе,FİİLLER,B1,FILE12
3664,mom,мама,İSİMLER,B1,FILE1
3665,distinction,различие,İSİMLER,B1,FILE2
3666,satisfaction,удовлетворение,İSİMLER,B1,FILE3
3667,incorporate,"включать, учреждать",FİİLLER,B1,FILE4
3668,sweep,подметать,FİİLLER,B1,FILE6
3669,obligation,обязательство,İSİMLER,B1,FILE7
3670,sir,сэр,İSİMLER,B1,FILE8
3671,evaluate,оценивать,FİİLLER,B1,FILE9
3672,anger,гнев,İSİMLER,B1,FILE10
3673,perception,восприятие,İSİMLER,B1,FILE12
3674,naturally,естественно,ZARFLAR,B1,FILE1
3675,database,база данных,İSİMLER,B1,FILE3
3676,initially,первоначально,ZARFLAR,B1,FILE4
3677,territory,территория,İSİMLER,B1,FILE5
3678,rarely,редко,ZARFLAR,B1,FILE7
3679,apparent,"явный, кажущийся",SIFATLAR,B1,FILE9
3680,western,западный,SIFATLAR,B1,FILE10
3681,expansion,расширение,İSİMLER,B1,FILE11
3682,constantly,постоянно,ZARFLAR,B1,FILE12
3683,muscle,мышца,İSİMLER,B1,FILE1
3684,scare,пугать,FİİLLER,B1,FILE2
3685,badly,плохо,ZARFLAR,B1,FILE3
3686,everyday,повседневный,SIFATLAR,B1,FILE4
3687,ratio,соотношение,İSİMLER,B1,FILE6
3688,scream,кричать,FİİLLER,B1,FILE8
3689,disorder,"расстройство, беспорядок",İSİMLER,B1,FILE11
3690,symbol,символ,İSİMLER,B1,FILE1
3691,demonstration,демонстрация,İSİMLER,B1,FILE3
3692,analyst,аналитик,İSİMLER,B1,FILE4
3693,steel,сталь,İSİMLER,B1,FILE6
3694,transform,преобразовывать,FİİLLER,B1,FILE8
3695,restriction,ограничение,İSİMLER,B1,FILE10
3696,foundation,"основа, фонд",İSİMLER,B1,FILE11
3697,strain,напрягать,FİİLLER,B1,FILE1
3698,album,альбом,İSİMLER,B1,FILE3
3699,trail,идти по следу,FİİLLER,B1,FILE5
3700,trap,ловить в ловушку,FİİLLER,B1,FILE6
3701,extension,"расширение, пристройка",İSİMLER,B1,FILE8
3702,wealth,богатство,İSİMLER,B1,FILE9
3703,gradually,постепенно,ZARFLAR,B1,FILE10
3704,tank,"танк, бак",İSİMLER,B1,FILE11
3705,evil,злой,SIFATLAR,B1,FILE12
3706,remarkable,замечательный,SIFATLAR,B1,FILE1
3707,tune,мелодия,İSİMLER,B1,FILE2
3708,grass,трава,İSİMLER,B1,FILE3
3709,transition,переход,İSİMLER,B1,FILE5
3710,frighten,пугать,FİİLLER,B1,FILE6
3711,bid,делать ставку,FİİLLER,B1,FILE7
3712,breed,разводить,FİİLLER,B1,FILE8
3713,extraordinary,необычайный,SIFATLAR,B1,FILE9
3714,brilliant,блестящий,SIFATLAR,B1,FILE10
3715,adviser,советник,İSİMLER,B1,FILE11
3716,stem,стебель,İSİMLER,B1,FILE12
3717,mode,"режим, способ",İSİMLER,B1,FILE2
3718,awful,ужасный,SIFATLAR,B1,FILE4
3719,pose,"ставить, позировать",FİİLLER,B1,FILE5
3720,adjust,настраивать,FİİLLER,B1,FILE6
3721,creative,творческий,SIFATLAR,B1,FILE7
3722,poem,стихотворение,İSİMLER,B1,FILE9
3723,agricultural,сельскохозяйственный,SIFATLAR,B1,FILE10
3724,competitor,конкурент,İSİMLER,B1,FILE11
3725,alcohol,алкоголь,İSİMLER,B1,FILE12
3726,planet,планета,İSİMLER,B1,FILE5
3727,curve,"кривая, изгиб",İSİMLER,B1,FILE6
3728,knee,колено,İSİMLER,B1,FILE7
3729,overcome,преодолевать,FİİLLER,B1,FILE8
3730,web,"сеть, паутина",İSİMLER,B1,FILE9
3731,depth,глубина,İSİMLER,B1,FILE10
3732,entrance,вход,İSİMLER,B1,FILE11
3733,log,"бревно, журнал",İSİMLER,B1,FILE12
3734,giant,гигантский,SIFATLAR,B1,FILE1
3735,god,бог,İSİMLER,B1,FILE2
3736,substance,вещество,İSİMLER,B1,FILE4
